timestamp,perturbation_id,body_name,start_time,duration,elapsed_time,force_x,force_y,force_z,force_magnitude,torque_x,torque_y,torque_z,torque_magnitude,std_pose_x,std_pose_y,std_pose_z,world_force_x,world_force_y,world_force_z,world_force_magnitude
10.969000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.001000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.047075,6.096818,0.194249,20.000000
10.970000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.002000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.047605,6.095246,0.191638,20.000000
10.971000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.003000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.048119,6.093722,0.188956,20.000000
10.972000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.004000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.048618,6.092247,0.186161,20.000000
10.973000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.005000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.049118,6.090777,0.183199,20.000000
10.974000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.006000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.049589,6.089396,0.180034,20.000000
10.975000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.007000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.050048,6.088059,0.176625,20.000000
10.976000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.008000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.050495,6.086766,0.172927,20.000000
10.977000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.009000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.050929,6.085521,0.168916,20.000000
10.978000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.010000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.051382,6.084223,0.164549,20.000000
10.979000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.011000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.051804,6.083028,0.159791,20.000000
10.980000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.012000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.052215,6.081862,0.155057,20.000000
10.981000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.013000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.052613,6.080736,0.150301,20.000000
10.982000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.014000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.052996,6.079652,0.145478,20.000000
10.983000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.015000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.053387,6.078543,0.140594,20.000000
10.984000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.016000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.053762,6.077480,0.135604,20.000000
10.985000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.017000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.054131,6.076436,0.130460,20.000000
10.986000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.018000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.054492,6.075416,0.125106,20.000000
10.987000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.019000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.054832,6.074461,0.119496,20.000000
10.988000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.020000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.055206,6.073402,0.113582,20.000000
10.989000,1,"LINK_TORSO_YAW",10.968000,0.200000,0.021000,20.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.000000,0.910900,19.055554,6.072426,0.107341,20.000000
